ID_MUJ,P13_1_10,P13_1_11,P13_1_12,P13_1_13,P13_1_14,P13_1_15,P13_1_16,P13_1_17,P13_1_18,P13_1_19,P13_1_20,P13_1_21,P13_1_22,P13_2_10,P13_2_11,P13_2_12,P13_2_13,P13_2_14,P13_2_15,P13_2_16,P13_2_17,P13_2_18,P13_2_19,P13_2_20,P13_2_21,P13_2_22,P13_1_1,P13_1_2,P13_1_3,P13_1_4,P13_1_5,P13_1_6,P13_1_7,P13_1_8,P13_1_9,P13_2_1,P13_2_2,P13_2_3,P13_2_4,P13_2_5,P13_2_6,P13_2_7,P13_2_8,P13_2_9,violencia_emocional_vivida,violencia_emocional_normalizada,violencia_fisica_vivida,violencia_fisica_normalizada,EDAD,GRA,NOM_ENT,grupo_edad,ID_VIV,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_9,acceso_digital,year,ID_PER,P14_1_10,P14_1_11,P14_1_12,P14_1_13,P14_1_14,P14_1_15,P14_1_16,P14_1_17,P14_1_18,P14_1_19,P14_1_20,P14_1_21,P14_1_22,P14_2_10,P14_2_11,P14_2_12,P14_2_13,P14_2_14,P14_2_15,P14_2_16,P14_2_17,P14_2_18,P14_2_19,P14_2_20,P14_2_21,P14_2_22,P14_1_1,P14_1_2,P14_1_3,P14_1_4,P14_1_5,P14_1_6,P14_1_7,P14_1_8,P14_1_9,P14_2_1,P14_2_2,P14_2_3,P14_2_4,P14_2_5,P14_2_6,P14_2_7,P14_2_8,P14_2_9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,59,3,CIUDAD DE MÉXICO,50-59,0915784.02,1,1,1,1,1,1,6,2021,0915784.02.1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,67,6,CIUDAD DE MÉXICO,60-80,0915784.03,2,2,2,2,2,2,0,2021,0915784.03.1.01,4,4,2,1,4,4,4,4,3,4,4,4,4,NA,NA,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,4,3,4,4,3,1,4,4,3,NA,1,NA,NA,1,1,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,40,3,CIUDAD DE MÉXICO,40-49,0915784.04,1,2,2,2,1,2,2,2021,0915784.04.1.01,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,60,2,CIUDAD DE MÉXICO,60-80,0915810.01,1,1,2,2,1,2,3,2021,0915810.01.1.01,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,63,3,CIUDAD DE MÉXICO,60-80,0915810.02,2,1,2,1,1,1,4,2021,0915810.02.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,21,3,CIUDAD DE MÉXICO,20-29,0915810.03,1,1,1,1,1,1,6,2021,0915810.03.1.04,2,2,2,4,4,4,4,4,4,4,4,2,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,42,3,CIUDAD DE MÉXICO,40-49,0915810.04,1,1,1,1,1,1,6,2021,0915810.04.1.03,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,58,4,CIUDAD DE MÉXICO,50-59,0915828.01,1,1,1,1,1,1,6,2021,0915828.01.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,63,2,CIUDAD DE MÉXICO,60-80,0915828.02,2,1,2,1,1,1,4,2021,0915828.02.1.01,4,4,4,4,1,2,1,4,4,4,2,4,4,NA,NA,NA,NA,2,2,3,NA,NA,NA,2,NA,NA,4,3,4,4,4,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,29,3,CIUDAD DE MÉXICO,20-29,0915828.03,1,1,2,1,1,1,5,2021,0915828.03.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,66,3,CIUDAD DE MÉXICO,60-80,0915828.04,1,1,2,1,2,1,4,2021,0915828.04.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,33,4,CIUDAD DE MÉXICO,30-39,0915828.05,1,1,2,1,1,1,5,2021,0915828.05.1.02,4,4,4,4,4,4,4,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,23,4,CIUDAD DE MÉXICO,20-29,0915845.01,1,1,2,1,1,1,5,2021,0915845.01.1.04,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,69,3,CIUDAD DE MÉXICO,60-80,0915845.02,1,1,2,1,1,1,5,2021,0915845.02.1.01,4,4,4,4,4,4,4,4,4,4,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,40,3,CIUDAD DE MÉXICO,40-49,0915845.03,1,1,1,1,1,1,6,2021,0915845.03.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,30,4,CIUDAD DE MÉXICO,30-39,0915845.04,1,1,1,1,1,1,6,2021,0915845.04.1.02,4,1,4,4,2,4,1,4,4,4,4,1,4,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,49,1,CIUDAD DE MÉXICO,40-49,0915851.02,1,1,1,1,1,1,6,2021,0915851.02.1.01,2,2,4,4,1,1,4,1,4,4,2,2,4,1,1,NA,NA,1,1,NA,2,NA,NA,2,3,NA,2,4,4,4,2,2,4,4,4,2,NA,NA,NA,1,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,62,6,CIUDAD DE MÉXICO,60-80,0915851.03,1,1,1,1,1,1,6,2021,0915851.03.1.01,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,60,3,CIUDAD DE MÉXICO,60-80,0915851.04,1,1,1,2,1,2,4,2021,0915851.04.1.01,2,2,2,4,4,4,4,4,4,4,4,2,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,56,2,CIUDAD DE MÉXICO,50-59,0915852.01,1,1,1,2,1,1,5,2021,0915852.01.1.01,2,1,4,4,4,4,4,4,4,4,4,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,39,3,CIUDAD DE MÉXICO,30-39,0915852.03,1,1,1,1,1,1,6,2021,0915852.03.1.01,2,2,4,2,3,4,4,3,4,4,4,3,4,2,2,NA,2,2,NA,NA,2,NA,NA,NA,2,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,67,4,CIUDAD DE MÉXICO,60-80,0915852.04,1,1,1,1,1,1,6,2021,0915852.04.1.01,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,48,3,CIUDAD DE MÉXICO,40-49,0915852.05,1,1,1,1,1,1,6,2021,0915852.05.1.03,3,1,1,2,2,4,4,1,4,4,2,1,2,1,3,2,1,2,NA,NA,1,NA,NA,1,3,2,2,2,4,3,4,4,4,4,4,2,2,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,45,1,CIUDAD DE MÉXICO,40-49,0915910.02,2,1,2,1,1,1,4,2021,0915910.02.1.01,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,56,3,CIUDAD DE MÉXICO,50-59,0915910.04,1,1,1,2,1,1,5,2021,0915910.04.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,24,4,CIUDAD DE MÉXICO,20-29,0915910.05,1,1,1,1,1,2,5,2021,0915910.05.1.03,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,50,3,CIUDAD DE MÉXICO,50-59,0915917.01,1,1,1,1,1,1,6,2021,0915917.01.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,19,3,CIUDAD DE MÉXICO,<20,0915917.03,2,1,2,1,1,1,4,2021,0915917.03.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,78,6,CIUDAD DE MÉXICO,60-80,0915917.05,1,1,1,1,1,1,6,2021,0915917.05.1.01,2,2,4,4,4,4,4,4,4,4,4,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27,3,CIUDAD DE MÉXICO,20-29,0915927.01,1,1,2,2,1,1,4,2021,0915927.01.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,52,3,CIUDAD DE MÉXICO,50-59,0915927.03,1,1,1,1,1,1,6,2021,0915927.03.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,48,3,CIUDAD DE MÉXICO,40-49,0915927.04,1,1,1,1,1,1,6,2021,0915927.04.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,46,2,CIUDAD DE MÉXICO,40-49,0915956.02,1,1,2,2,1,1,4,2021,0915956.02.2.06,3,2,2,4,3,4,2,1,4,4,4,1,3,1,1,1,NA,2,NA,2,3,NA,NA,NA,2,2,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,66,2,CIUDAD DE MÉXICO,60-80,0915956.03,2,1,2,2,1,1,3,2021,0915956.03.1.01,2,1,2,1,3,4,3,4,4,4,3,1,4,1,1,3,2,3,NA,3,NA,NA,NA,3,3,NA,1,4,4,2,3,3,4,4,4,1,NA,NA,1,1,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,26,3,CIUDAD DE MÉXICO,20-29,0915956.04,2,1,2,2,1,2,2,2021,0915956.04.1.01,4,2,4,4,4,4,4,2,4,4,4,4,4,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,67,1,CIUDAD DE MÉXICO,60-80,0915956.05,2,1,2,1,1,1,4,2021,0915956.05.1.01,4,2,4,3,3,4,4,4,4,4,4,1,4,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,3,NA,3,4,4,4,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,38,3,CIUDAD DE MÉXICO,30-39,0915979.01,1,1,2,2,2,2,2,2021,0915979.01.1.03,4,4,1,1,1,4,4,1,4,4,1,1,1,NA,NA,3,3,3,NA,NA,3,NA,NA,3,3,3,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,46,3,CIUDAD DE MÉXICO,40-49,0915979.02,1,1,1,1,1,1,6,2021,0915979.02.1.02,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,40,3,CIUDAD DE MÉXICO,40-49,0915979.03,1,1,2,1,1,2,4,2021,0915979.03.1.02,2,4,4,4,4,4,4,4,4,4,4,4,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,37,3,CIUDAD DE MÉXICO,30-39,0915979.04,1,1,1,1,1,1,6,2021,0915979.04.2.04,4,4,1,3,3,4,3,2,4,4,4,4,4,NA,NA,2,2,1,NA,2,3,NA,NA,NA,NA,NA,3,4,4,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,42,3,CIUDAD DE MÉXICO,40-49,0915979.05,2,1,1,1,1,1,5,2021,0915979.05.1.01,1,1,1,1,4,1,1,1,4,4,1,1,1,1,1,3,1,NA,1,1,1,NA,NA,2,3,2,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
